frechet_distance,reference_params,comparison_params,data_dim,feature_dim,dataset_size
210.3789,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,32,1024
97.041016,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,32,2048
46.984375,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,32,4096
22.292969,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,32,8192
11.888672,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,32,16384
6.654297,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,32,32768
3.5507812,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,32,65536
7.7666016,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,2,256
6.6256104,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,2,512
1.1774902,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,2,1024
0.72094727,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,2,2048
0.5854492,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,2,4096
0.3203125,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,2,8192
0.06750488,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,2,16384
0.006225586,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,2,32768
0.0021972656,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,2,65536
37.42285,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,4,256
17.051025,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,4,512
13.136963,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,4,1024
4.6381836,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,4,2048
2.8286133,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,4,4096
1.0090332,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,4,8192
0.1928711,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,4,16384
0.048095703,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,4,32768
0.072265625,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,4,65536
64.470215,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,8,256
46.14209,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,8,512
22.121582,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,8,1024
8.631836,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,8,2048
5.6435547,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,8,4096
2.9399414,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,8,8192
1.3691406,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,8,16384
0.88916016,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,8,32768
0.4711914,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,8,65536
230.45703,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,16,256
105.65918,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,16,512
45.29492,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,16,1024
23.472656,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,16,2048
12.202148,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,16,4096
5.791992,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,16,8192
3.3027344,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,16,16384
1.3632812,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,16,32768
0.8027344,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,16,65536
756.77344,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,32,256
425.0586,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,32,512
231.38281,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,32,1024
108.96094,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,32,2048
55.71875,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,32,4096
28.125,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,32,8192
15.748047,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,32,16384
7.2304688,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,32,32768
3.6660156,"{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}","{'lambda_lines_2d': 10, 'lambda_points_line_2d': 20, 'lambda_clutter': 50}",16384,32,65536
